File Name,Total Value
module_status1,240.0,,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
module_status2,100.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
module_status3,100.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
