File Name,Total Value
status1,0.0,,0.0,0.0,0.0
status2,699.0,,233.0,233.0,233.0
status3,99.0,,33.0,33.0,33.0
status4,99.0,,33.0,33.0,33.0
status5,315.0,,105.0,105.0,105.0
module_status1,1221.0,,407.0,407.0,407.0
