File Name,Total Value
module_status1,142.0,,142.0
module_status2,36.0,,36.0
module_status3,36.0,,36.0
module_status4,32.0,,32.0
module_status5,16.0,,16.0
module_status6,33.0,,33.0
module_status7,33.0,,33.0
